item_id_a,item_id_b,protein_name,protein_desc
CID000004828,9606.ENSP00000292303,CCR5,"C-C chemokine receptor type 5; Receptor for a number of inflammatory CC-chemokines including CCL3/MIP-1-alpha, CCL4/MIP-1-beta and RANTES and subsequently transduces a signal by increasing the intracellular calcium ion level. May play a role in the control of granulocytic lineage proliferation or differentiation."
CID000004828,9606.ENSP00000296140,CCR1,"C-C chemokine receptor type 1; Receptor for a C-C type chemokine. Binds to MIP-1-alpha, MIP- 1-delta, RANTES, and MCP-3 and, less efficiently, to MIP-1-beta or MCP- 1 and subsequently transduces a signal by increasing the intracellular calcium ions level. Responsible for affecting stem cell proliferation."
CID000004828,9606.ENSP00000354859,DRD2,D(2) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000441600,CCR3,"C-C chemokine receptor type 3; Receptor for C-C type chemokine. Binds and responds to a variety of chemokines, including CCL11, CCL26, CCL7, CCL13, RANTES(CCL5) and CCL15. Subsequently transduces a signal by increasing the intracellular calcium ions level. In addition acts as a possible functional receptor for NARS1."
CID000004828,9606.ENSP00000332659,CCR4,"C-C chemokine receptor type 4; High affinity receptor for the C-C type chemokines CCL17/TARC, CCL22/MDC and CKLF isoform 1/CKLF1. The activity of this receptor is mediated by G(i) proteins which activate a phosphatidylinositol-calcium second messenger system. Can function as a chemoattractant homing receptor on circulating memory lymphocytes and as a coreceptor for some primary HIV-2 isolates. In the CNS, could mediate hippocampal-neuron survival."
CID000004828,9606.ENSP00000416996,ACKR2,"Atypical chemokine receptor 2; Atypical chemokine receptor that controls chemokine levels and localization via high-affinity chemokine binding that is uncoupled from classic ligand-driven signal transduction cascades, resulting instead in chemokine sequestration, degradation, or transcytosis. Also known as interceptor (internalizing receptor) or chemokine-scavenging receptor or chemokine decoy receptor. Acts as a receptor for chemokines including CCL2, CCL3, CCL3L1, CCL4, CCL5, CCL7, CCL8, CCL11, CCL13, CCL17, CCL22, CCL23, CCL24, SCYA2/MCP-1, SCY3/MIP-1-alpha, SCYA5/RANTES and SCYA7/M [...] "
CID000004828,9606.ENSP00000323516,UTS2R,Urotensin-2 receptor; High affinity receptor for urotensin-2 and urotensin-2B. The activity of this receptor is mediated by a G-protein that activate a phosphatidylinositol-calcium second messenger system.
CID000004828,9606.ENSP00000384932,GPR12,G-protein coupled receptor 12; Promotes neurite outgrowth and blocks myelin inhibition in neurons (By similarity). Receptor with constitutive G(s) signaling activity that stimulates cyclic AMP production; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000239032,PRLHR,"Prolactin-releasing peptide receptor; Receptor for prolactin-releasing peptide (PrRP). Implicated in lactation, regulation of food intake and pain-signal processing; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000358783,NPBWR2,"Neuropeptides B/W receptor type 2; Interacts specifically with a number of opioid ligands. Receptor for neuropeptides B and W, which may be involved in neuroendocrine system regulation, food intake and the organization of other signals; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000330284,NPBWR1,"Neuropeptides B/W receptor type 1; Interacts specifically with a number of opioid ligands. Receptor for neuropeptides B and W, which may be involved in neuroendocrine system regulation, food intake and the organization of other signals. Has a higher affinity for neuropeptide B."
CID000004828,9606.ENSP00000406986,GPR6,G-protein coupled receptor 6; Orphan receptor with constitutive G(s) signaling activity that activate cyclic AMP. Promotes neurite outgrowth and blocks myelin inhibition in neurons (By similarity).
CID000004828,9606.ENSP00000308908,GPR148,Probable G-protein coupled receptor 148; Orphan receptor.
CID000004828,9606.ENSP00000358945,OPN1MW2,"Medium-wave-sensitive opsin 2; Visual pigments are the light-absorbing molecules that mediate vision. They consist of an apoprotein, opsin, covalently linked to cis-retinal; Belongs to the G-protein coupled receptor 1 family. Opsin subfamily."
CID000004828,9606.ENSP00000307766,HTR1E,"5-hydroxytryptamine receptor 1E; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various alkaloids and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity."
CID000004828,9606.ENSP00000359793,PTGFR,Prostaglandin F2-alpha receptor; Receptor for prostaglandin F2-alpha (PGF2-alpha). The activity of this receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system. Initiates luteolysis in the corpus luteum (By similarity). Isoforms 2 to 7 do not bind PGF2-alpha but are proposed to modulate signaling by participating in variant receptor complexes; heterodimers between isoform 1 and isoform 5 are proposed to be a receptor for prostamides including the synthetic analog bimatoprost.
CID000004828,9606.ENSP00000380008,LTB4R,"Leukotriene B4 receptor 1; Receptor for extracellular ATP > UTP and ADP. The activity of this receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system. May be the cardiac P2Y receptor involved in the regulation of cardiac muscle contraction through modulation of L-type calcium currents. Is a receptor for leukotriene B4, a potent chemoattractant involved in inflammation and immune response; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000329684,GALR2,Galanin receptor type 2; Receptor for the hormone galanin and GALP. Receptor for the hormone spexin-1. The activity of this receptor is mediated by G proteins that activate the phospholipase C/protein kinase C pathway (via G(q)) and that inhibit adenylyl cyclase (via G(i)).
CID000004828,9606.ENSP00000358963,HTR1B,"5-hydroxytryptamine receptor 1B; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for ergot alkaloid derivatives, various anxiolytic and antidepressant drugs and other psychoactive substances, such as lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity. Arrestin family members inhibit signaling via G proteins and medi [...] "
CID000004828,9606.ENSP00000498972,GPR101,Probable G-protein coupled receptor 101; Orphan receptor.
CID000004828,9606.ENSP00000316244,HTR1A,"5-hydroxytryptamine receptor 1A; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various drugs and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. Signaling inhibits adenylate cyclase activity and activates a phosphatidylinositol-calcium second  [...] "
CID000004828,9606.ENSP00000216629,BDKRB1,B1 bradykinin receptor; This is a receptor for bradykinin. Could be a factor in chronic pain and inflammation.
CID000004828,9606.ENSP00000306449,GPR37,"Prosaposin receptor GPR37; Receptor for the neuroprotective and glioprotective factor prosaposin. Ligand binding induces endocytosis, followed by an ERK phosphorylation cascade; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000277942,NPFFR1,"Neuropeptide FF receptor 1; Receptor for NPAF (A-18-F-amide) and NPFF (F-8-F-amide) neuropeptides, also known as morphine-modulating peptides. Can also be activated by a variety of naturally occurring or synthetic FMRF-amide like ligands. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system."
CID000004828,9606.ENSP00000363748,HTR1D,"5-hydroxytryptamine receptor 1D; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for ergot alkaloid derivatives, various anxiolytic and antidepressant drugs and other psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity. Regulates the release of 5-hydroxytryptamine in the brain, and thereby affects neural activity. May also pl [...] "
CID000004828,9606.ENSP00000357301,RXFP4,"Relaxin-3 receptor 2; High affinity receptor for INSL5. Also acts as receptor for RLN3/relaxin-3, as well as bradykinin and kallidin. Binding of the ligand inhibit cAMP accumulation; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000358301,ADRB1,Beta-1 adrenergic receptor; Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. This receptor binds epinephrine and norepinephrine with approximately equal affinity. Mediates Ras activation through G(s)-alpha- and cAMP-mediated signaling. Involved in the regulation of sleep/wake behaviors ; Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRB1 sub-subfamily.
CID000004828,9606.ENSP00000386884,CXCR4,"C-X-C chemokine receptor type 4; Receptor for the C-X-C chemokine CXCL12/SDF-1 that transduces a signal by increasing intracellular calcium ion levels and enhancing MAPK1/MAPK3 activation. Involved in the AKT signaling cascade. Plays a role in regulation of cell migration, e.g. during wound healing. Acts as a receptor for extracellular ubiquitin; leading to enhanced intracellular calcium ions and reduced cellular cAMP levels. Binds bacterial lipopolysaccharide (LPS) et mediates LPS-induced inflammatory response, including TNF secretion by monocytes. Involved in hematopoiesis and in car [...] "
CID000004828,9606.ENSP00000432456,GPR61,G-protein coupled receptor 61; Orphan G-protein coupled receptor. Constitutively activates the G(s)-alpha/cAMP signaling pathway. Shows a reciprocal regulatory interaction with the melatonin receptor MTNR1B most likely through receptor heteromerization. May be involved in the regulation of food intake and body weight (By similarity).
CID000004828,9606.ENSP00000386069,ADRA2C,Alpha-2C adrenergic receptor; Alpha-2 adrenergic receptors mediate the catecholamine- induced inhibition of adenylate cyclase through the action of G proteins; Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA2C sub-subfamily.
CID000004828,9606.ENSP00000343782,ADRB3,Beta-3 adrenergic receptor; Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. Beta- 3 is involved in the regulation of lipolysis and thermogenesis.
CID000004828,9606.ENSP00000258034,TAAR5,"Trace amine-associated receptor 5; Olfactory receptor specific for trimethylamine, a trace amine. Also activated at lower level by dimethylethylamine. Trimethylamine is a bacterial metabolite found in some animal odors, and to humans it is a repulsive odor associated with bad breath and spoiled food. This receptor is probably mediated by the G(s)-class of G-proteins which activate adenylate cyclase."
CID000004828,9606.ENSP00000275216,TAAR1,"Trace amine-associated receptor 1; Receptor for trace amines, including beta-phenylethylamine (b-PEA), p-tyramine (p-TYR), octopamine and tryptamine, with highest affinity for b-PEA and p-TYR. Unresponsive to classical biogenic amines, such as epinephrine and histamine and only partially activated by dopamine and serotonin. Trace amines are biogenic amines present in very low levels in mammalian tissues. Although some trace amines have clearly defined roles as neurotransmitters in invertebrates, the extent to which they function as true neurotransmitters in vertebrates has remained spe [...] "
CID000004828,9606.ENSP00000378548,GPR135,G-protein coupled receptor 135; Orphan receptor. Has spontaneous activity for beta-arrestin recruitment. Shows a reciprocal regulatory interaction with the melatonin receptor MTNR1B most likely through receptor heteromerization.
CID000004828,9606.ENSP00000258042,NMBR,Neuromedin-B receptor; Receptor for neuromedin-B.
CID000004828,9606.ENSP00000347754,HTR3A,"5-hydroxytryptamine receptor 3A; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. This receptor is a ligand- gated ion channel, which when activated causes fast, depolarizing responses in neurons. It is a cation-specific, but otherwise relatively nonselective, ion channel."
CID000004828,9606.ENSP00000363431,NPY4R,Neuropeptide Y receptor Y4.
CID000004828,9606.ENSP00000287907,HTR5A,"5-hydroxytryptamine receptor 5A; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. The activity of this receptor is mediated by G proteins; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000289753,HTR6,"5-hydroxytryptamine receptor 6; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. The activity of this receptor is mediated by G proteins that stimulate adenylate cyclase. It has a high affinity for tricyclic psychotropic drugs (By similarity). Controls pyramidal neurons migration during corticogenesis, through the regulation of CDK5 activity (By similarity). Is an activator of TOR signaling."
CID000004828,9606.ENSP00000337949,HTR7,"5-hydroxytryptamine receptor 7; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. The activity of this receptor is mediated by G proteins that stimulate adenylate cyclase."
CID000004828,9606.ENSP00000360973,AGTR2,Type-2 angiotensin II receptor; Receptor for angiotensin II. Cooperates with MTUS1 to inhibit ERK2 activation and cell proliferation.
CID000004828,9606.ENSP00000475344,APLNR,"Apelin receptor; Receptor for apelin receptor early endogenous ligand (APELA) and apelin (APLN) hormones coupled to G proteins that inhibit adenylate cyclase activity. Plays a key role in early development such as gastrulation, blood vessels formation and heart morphogenesis by acting as a receptor for APELA hormone (By similarity). May promote angioblast migration toward the embryonic midline, i.e. the position of the future vessel formation, during vasculogenesis (By similarity). Promotes sinus venosus (SV)-derived endothelial cells migration into the developing heart to promote coro [...] "
CID000004828,9606.ENSP00000398832,AGTR1,Type-1 angiotensin II receptor; Receptor for angiotensin II. Mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system.
CID000004828,9606.ENSP00000299727,GALR1,Galanin receptor type 1; Receptor for the hormone galanin. The activity of this receptor is mediated by G proteins that inhibit adenylate cyclase activity; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000356658,GPR52,"G-protein coupled receptor 52; Gs-coupled receptor activated by antipsychotics reserpine leading to an increase in intracellular cAMP and its internalization. May play a role in locomotor activity through modulation of dopamine, NMDA and ADORA2A-induced locomotor activity. These behavioral changes are accompanied by modulation of the dopamine receptor signaling pathway in striatum. Modulates HTT level via cAMP-dependent but PKA independent mechanisms throught activation of RAB39B that translocates HTT to the endoplasmic reticulum, thus avoiding proteasome degradation."
CID000004828,9606.ENSP00000324270,OXTR,Oxytocin receptor; Receptor for oxytocin. The activity of this receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family. Vasopressin/oxytocin receptor subfamily.
CID000004828,9606.ENSP00000272928,ACKR3,"Atypical chemokine receptor 3; Atypical chemokine receptor that controls chemokine levels and localization via high-affinity chemokine binding that is uncoupled from classic ligand-driven signal transduction cascades, resulting instead in chemokine sequestration, degradation, or transcytosis. Also known as interceptor (internalizing receptor) or chemokine-scavenging receptor or chemokine decoy receptor. Acts as a receptor for chemokines CXCL11 and CXCL12/SDF1. Chemokine binding does not activate G-protein- mediated signal transduction but instead induces beta-arrestin recruitment, lead [...] "
CID000004828,9606.ENSP00000319250,GPR62,G-protein coupled receptor 62; Orphan G-protein coupled receptor. Constitutively activates the G(q/11)/inositol phosphate and the G(s)-alpha/cAMP signaling pathways. Has spontaneous activity for beta-arrestin recruitment. Shows a reciprocal modulation of signaling functions with the melatonin receptor MTNR1B most likely through receptor heteromerization.
CID000004828,9606.ENSP00000267549,GPR65,Psychosine receptor; Receptor for the glycosphingolipid psychosine (PSY) and several related glycosphingolipids. Plays a role in immune response by maintaining lysosome function and supporting phagocytosis-mediated intracellular bacteria clearance. May have a role in activation-induced cell death or differentiation of T-cells (By similarity).
CID000004828,9606.ENSP00000451605,MC1R,"Melanocyte-stimulating hormone receptor; Receptor for MSH (alpha, beta and gamma) and ACTH. The activity of this receptor is mediated by G proteins which activate adenylate cyclase; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000377948,QRFPR,Pyroglutamylated RF-amide peptide receptor; Receptor for the orexigenic neuropeptide QRFP. The activity of this receptor is mediated by G proteins that modulate adenylate cyclase activity and intracellular calcium levels.
CID000004828,9606.ENSP00000369643,GRPR,"Gastrin-releasing peptide receptor; Receptor for gastrin-releasing peptide (GRP). Signals via association with G proteins that activate a phosphatidylinositol-calcium second messenger system, resulting in Akt phosphorylation. Contributes to the regulation of food intake. Contributes to the perception of prurient stimuli and transmission of itch signals in the spinal cord that promote scratching behavior, but does not play a role in the perception of pain. Contributes primarily to nonhistaminergic itch sensation. Contributes to long-term fear memory, but not normal spatial memory (By si [...] "
CID000004828,9606.ENSP00000358967,OPN1LW,"Long-wave-sensitive opsin 1; Visual pigments are the light-absorbing molecules that mediate vision. They consist of an apoprotein, opsin, covalently linked to cis-retinal."
CID000004828,9606.ENSP00000350198,SSTR2,Somatostatin receptor type 2; Receptor for somatostatin-14 and -28. This receptor is coupled via pertussis toxin sensitive G proteins to inhibition of adenylyl cyclase. In addition it stimulates phosphotyrosine phosphatase and PLC via pertussis toxin insensitive as well as sensitive G proteins. Inhibits calcium entry by suppressing voltage-dependent calcium channels. Acts as the functionally dominant somatostatin receptor in pancreatic alpha- and beta-cells where it mediates the inhibitory effect of somatostatin-14 on hormone secretion. Inhibits cell growth through enhancement of MAPK1 [...] 
CID000004828,9606.ENSP00000480971,SSTR3,Somatostatin receptor type 3; Receptor for somatostatin-14 and -28. This receptor is coupled via pertussis toxin sensitive G proteins to inhibition of adenylyl cyclase.
CID000004828,9606.ENSP00000335158,GPR142,Probable G-protein coupled receptor 142; Orphan receptor.
CID000004828,9606.ENSP00000267377,SSTR1,Somatostatin receptor type 1; Receptor for somatostatin with higher affinity for somatostatin-14 than -28. This receptor is coupled via pertussis toxin sensitive G proteins to inhibition of adenylyl cyclase. In addition it stimulates phosphotyrosine phosphatase and Na(+)/H(+) exchanger via pertussis toxin insensitive G proteins.
CID000004828,9606.ENSP00000255008,SSTR4,"Somatostatin receptor type 4; Receptor for somatostatin-14. The activity of this receptor is mediated by G proteins which inhibits adenylyl cyclase. It is functionally coupled not only to inhibition of adenylate cyclase, but also to activation of both arachidonate release and mitogen-activated protein (MAP) kinase cascade. Mediates antiproliferative action of somatostatin in tumor cells."
CID000004828,9606.ENSP00000293897,SSTR5,Somatostatin receptor type 5; Receptor for somatostatin 28 and to a lesser extent for somatostatin-14. The activity of this receptor is mediated by G proteins which inhibit adenylyl cyclase. Increases cell growth inhibition activity of SSTR2 following heterodimerization.
CID000004828,9606.ENSP00000241256,GHSR,"Growth hormone secretagogue receptor type 1; Receptor for ghrelin, coupled to G-alpha-11 proteins. Stimulates growth hormone secretion. Binds also other growth hormone releasing peptides (GHRP) (e.g. Met-enkephalin and GHRP-6) as well as non-peptide, low molecular weight secretagogues (e.g. L-692,429, MK- 0677, adenosine)."
CID000004828,9606.ENSP00000480573,ADRA2B,"Alpha-2B adrenergic receptor; Alpha-2 adrenergic receptors mediate the catecholamine- induced inhibition of adenylate cyclase through the action of G proteins. The rank order of potency for agonists of this receptor is clonidine > norepinephrine > epinephrine = oxymetazoline > dopamine > p-tyramine = phenylephrine > serotonin > p-synephrine / p-octopamine. For antagonists, the rank order is yohimbine > chlorpromazine > phentolamine > mianserine > spiperone > prazosin > alprenolol > propanolol > pindolol; Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. [...] "
CID000004828,9606.ENSP00000280155,ADRA2A,"Alpha-2A adrenergic receptor; Alpha-2 adrenergic receptors mediate the catecholamine- induced inhibition of adenylate cyclase through the action of G proteins. The rank order of potency for agonists of this receptor is oxymetazoline > clonidine > epinephrine > norepinephrine > phenylephrine > dopamine > p-synephrine > p-tyramine > serotonin = p- octopamine. For antagonists, the rank order is yohimbine > phentolamine = mianserine > chlorpromazine = spiperone = prazosin > propanolol > alprenolol = pindolol."
CID000004828,9606.ENSP00000218721,MLNR,Motilin receptor; Receptor for motilin; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000327417,GPR39,"G-protein coupled receptor 39; Zn(2+) acts as an agonist. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system. Its effect is mediated mainly through G(q)-alpha and G(12)/G(13) proteins. Involved in regulation of body weight, gastrointestinal mobility, hormone secretion and cell death (By similarity); Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000435534,CCKBR,"Gastrin/cholecystokinin type B receptor; Receptor for gastrin and cholecystokinin. The CCK-B receptors occur throughout the central nervous system where they modulate anxiety, analgesia, arousal, and neuroleptic activity. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000295589,CCKAR,"Cholecystokinin receptor type A; Receptor for cholecystokinin. Mediates pancreatic growth and enzyme secretion, smooth muscle contraction of the gall bladder and stomach. Has a 1000-fold higher affinity for CCK rather than for gastrin. It modulates feeding and dopamine-induced behavior in the central and peripheral nervous system. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system."
CID000004828,9606.ENSP00000496396,AVPR2,Vasopressin V2 receptor; Receptor for arginine vasopressin. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. Involved in renal water reabsorption; Belongs to the G-protein coupled receptor 1 family. Vasopressin/oxytocin receptor subfamily.
CID000004828,9606.ENSP00000354652,NPY1R,"Neuropeptide Y receptor type 1; Receptor for neuropeptide Y and peptide YY. The rank order of affinity of this receptor for pancreatic polypeptides is NPY > [Pro-34] PYY, PYY and [Leu-31, Pro-34] NPY > NPY (2-36) > [Ile-31, Gln-34] PP and PYY (3-36) > PP > NPY free acid."
CID000004828,9606.ENSP00000299178,AVPR1A,"Vasopressin V1a receptor; Receptor for arginine vasopressin. The activity of this receptor is mediated by G proteins which activate a phosphatidyl- inositol-calcium second messenger system. Has been involved in social behaviors, including affiliation and attachment. Belongs to the G-protein coupled receptor 1 family. Vasopressin/oxytocin receptor subfamily."
CID000004828,9606.ENSP00000256906,HRH4,Histamine H4 receptor; The H4 subclass of histamine receptors could mediate the histamine signals in peripheral tissues. Displays a significant level of constitutive activity (spontaneous activity in the absence of agonist); Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000477548,HCRTR2,"Orexin receptor type 2; Nonselective, high-affinity receptor for both orexin-A and orexin-B neuropeptides. Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding."
CID000004828,9606.ENSP00000384387,HCRTR1,"Orexin receptor type 1; Moderately selective excitatory receptor for orexin-A and, with a lower affinity, for orexin-B neuropeptide. Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding."
CID000004828,9606.ENSP00000359532,NTSR1,Neurotensin receptor type 1; G-protein coupled receptor for the tridecapeptide neurotensin (NTS). Signaling is effected via G proteins that activate a phosphatidylinositol-calcium second messenger system. Signaling leads to the activation of downstream MAP kinases and protects cells against apoptosis.
CID000004828,9606.ENSP00000306129,DRD5,D(1B) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which activate adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000303424,PTGDR,"Prostaglandin D2 receptor; Receptor for prostaglandin D2 (PGD2). The activity of this receptor is mainly mediated by G(s) proteins that stimulate adenylate cyclase, resulting in an elevation of intracellular cAMP. A mobilization of calcium is also observed, but without formation of inositol 1,4,5-trisphosphate (By similarity)."
CID000004828,9606.ENSP00000468086,MC5R,"Melanocortin receptor 5; Receptor for MSH (alpha, beta and gamma) and ACTH. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. This receptor is a possible mediator of the immunomodulation properties of melanocortins; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000299766,MC4R,"Melanocortin receptor 4; Receptor specific to the heptapeptide core common to adrenocorticotropic hormone and alpha-, beta-, and gamma-MSH. Plays a central role in energy homeostasis and somatic growth. This receptor is mediated by G proteins that stimulate adenylate cyclase (cAMP)."
CID000004828,9606.ENSP00000453076,GPR176,G-protein coupled receptor 176; Orphan receptor involved in normal circadian rhythm behavior. Acts through the G-protein subclass G(z)-alpha and has an agonist- independent basal activity to repress cAMP production.
CID000004828,9606.ENSP00000430711,TRHR,Thyrotropin-releasing hormone receptor; Receptor for thyrotropin-releasing hormone. This receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000276218,GPR119,Glucose-dependent insulinotropic receptor; Receptor for the endogenous fatty-acid ethanolamide oleoylethanolamide (OEA) and lysophosphatidylcholine (LPC). Functions as a glucose-dependent insulinotropic receptor. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. Seems to act through a G(s) mediated pathway.
CID000004828,9606.ENSP00000368766,ADRA1D,Alpha-1D adrenergic receptor; This alpha-adrenergic receptor mediates its effect through the influx of extracellular calcium; Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA1D sub-subfamily.
CID000004828,9606.ENSP00000306662,ADRA1B,Alpha-1B adrenergic receptor; This alpha-adrenergic receptor mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system. Its effect is mediated by G(q) and G(11) proteins. Nuclear ADRA1A-ADRA1B heterooligomers regulate phenylephrine (PE)-stimulated ERK signaling in cardiac myocytes. Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA1B sub-subfamily.
CID000004828,9606.ENSP00000308733,GPR151,G-protein coupled receptor 151; Proton-sensing G-protein coupled receptor.
CID000004828,9606.ENSP00000241356,ADORA3,Adenosine receptor A3; [Isoform 2]: Receptor for adenosine. The activity of this receptor is mediated by G proteins which inhibits adenylyl cyclase ; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000328708,RXFP3,Relaxin-3 receptor 1; Receptor for RNL3/relaxin-3. Binding of the ligand inhibit cAMP accumulation.
CID000004828,9606.ENSP00000249389,OPN1SW,"Short-wave-sensitive opsin 1; Visual pigments are the light-absorbing molecules that mediate vision. They consist of an apoprotein, opsin, covalently linked to cis-retinal (Probable). Required for the maintenance of cone outer segment organization in the ventral retina, but not essential for the maintenance of functioning cone photoreceptors (By similarity). Involved in ensuring correct abundance and localization of retinal membrane proteins (By similarity). May increase spectral sensitivity in dim light (By similarity); Belongs to the G-protein coupled receptor 1 family. Opsin subfamily."
CID000004828,9606.ENSP00000369960,ADRA1A,Alpha-1A adrenergic receptor; This alpha-adrenergic receptor mediates its action by association with G proteins that activate a phosphatidylinositol- calcium second messenger system. Its effect is mediated by G(q) and G(11) proteins. Nuclear ADRA1A-ADRA1B heterooligomers regulate phenylephrine(PE)-stimulated ERK signaling in cardiac myocytes. Belongs to the G-protein coupled receptor 1 family. Adrenergic receptor subfamily. ADRA1A sub-subfamily.
CID000004828,9606.ENSP00000322924,HTR1F,"5-hydroxytryptamine receptor 1F; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various alkaloids and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity."
CID000004828,9606.ENSP00000302846,PTGER4,"Prostaglandin E2 receptor EP4 subtype; Receptor for prostaglandin E2 (PGE2). The activity of this receptor is mediated by G(s) proteins that stimulate adenylate cyclase. Has a relaxing effect on smooth muscle. May play an important role in regulating renal hemodynamics, intestinal epithelial transport, adrenal aldosterone secretion, and uterine function."
CID000004828,9606.ENSP00000258400,HTR2B,5-hydroxytryptamine receptor 2B; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various ergot alkaloid derivatives and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. Signaling activates a phosphatidylinositol-calcium second messenger system that modulates the activity o [...] 
